<<<<<<< HEAD
0.6813975749310467 0.6542993567548716 0.054405789863251564
0.939450674284647 0.8160089937763108 -0.006361092184411436
0.48349750911730205 0.2355038555429383 0.43774498672060147
0.23579149628786034 0.8061414601437044 0.33087246532751347
0.7956023173891358 0.7523327800551115 0.048727456546299515
0.2831733624913719 0.30759015161916936 0.9871953070244825
0.5471690330023943 0.7077016824638435 -0.016630591748429763
0.684431843344753 0.22629865657979575 0.5013164407582854
0.5612078211142867 0.9353548993005061 0.18719029811704965
0.9994490820216748 0.8710053271525309 -0.069713522987771
0.7185453096621007 0.7636985599414978 0.025327249698934268
0.8830598655515197 0.17810911093916837 0.4108072734863667
0.7631917114635839 0.06715741575151635 0.43418790548549124
0.8762728394412551 0.7856396087360314 0.026255123154206188
0.03117163676983825 0.29368329704699947 0.8826425518958062
0.5821619465384218 0.14495014168487064 0.5556728285450798
0.21566539314346111 0.8752474858745267 0.19323922929302567
0.48228819784165367 0.6151599159755204 0.3555944461321523
0.5395757781669313 0.3979669104049254 0.5527106964195176
0.8198196154196439 0.81847382153464 0.20726544128752897
0.5666414552743764 0.25902606751621604 0.5431905280417202
0.7479396173123364 0.6584917426414971 0.11362767716362285
0.5890275255567605 0.4163516659162608 0.4549198417252059
0.7706396016512274 0.36530517812326646 0.5581449646336328
0.5369638656102922 0.14399751102192304 0.36572164564632276
0.9738761729568403 0.7877297944601878 0.010662511447522276
0.10369570111992665 0.23551647321098945 1.008014991172258
0.11983765998303386 0.516505130963793 0.44359940557931377
0.767926594260951 0.3699845396038075 0.7027362466205881
0.14346614103370947 0.2924791191404704 1.1792560684692488
0.753460491688451 0.7490912390516897 0.16294032588600954
0.8628024190283631 0.34430562264754827 0.4822973312531322
0.6750067613729211 0.6238811356081809 0.35398866857354366
0.19914457122110918 0.4973650636038993 0.572148502900702
0.8224493824272979 0.44901419772201934 0.5730958299210173
0.7401379562382118 0.872839902945681 0.09302081668258734
0.7051947079729692 0.6732533786458428 0.051142332802803794
0.17029273150605262 0.09140371217344401 0.9434199032057963
0.4517098019380714 0.7362052269076862 0.2440952665541879
0.7868731298420225 0.44532337858791915 0.6559024329910589
0.7563552157400594 0.36418368984945004 0.42974093595622603
0.8852707410448627 0.23312217356895815 0.4146412592602631
0.9772335239255515 0.6734623685447835 0.1606246175402526
0.056310105255950815 0.6814222248865903 0.4051153960578123
0.15828190771244455 0.21528130811502066 1.119770875719294
0.6936608599006299 0.9939075107959201 0.13295592846708928
0.2732060571714996 0.2855421919593153 1.0501163633132653
0.03126562625367402 0.42373657736366066 0.22794539672206443
0.574998468668107 0.43867072304956145 0.6636946930050371
0.26183336111385047 0.5303296375514372 0.4894427745807286
0.1280304399998985 0.5255148074503876 0.491834397950351
0.2917347284555275 0.5634202913666356 0.5336882091086294
0.6331091134113479 0.9829312697030478 0.05385677419685231
0.8471766812802549 0.1271255849644497 0.3281404416776893
0.1658264024969346 0.31508309157692604 0.9299486487766425
0.7881804288693482 0.15713615351934718 0.4516251696962012
0.4691132723381185 0.18510872875216466 0.5378115579928344
0.6701847392554957 0.5899030338625867 0.22760070351895717
0.5277981900106427 0.7571812022596777 0.07565275043148333
0.01781321072277564 0.4250708117686378 0.7272670830818925
0.609899901467621 0.7214189107561734 0.16565146798736655
0.3034738836458982 0.2873672587462299 0.8608730642617028
0.3660578922415324 0.1789547582508645 0.9865519162816108
0.6311188199458104 0.4165061440377653 0.3661807398832754
0.19139806810436577 0.1165292030510332 1.0375335189856814
0.07880812318634345 0.514876063285513 0.5185785818674535
0.866551540853523 0.6426283908205462 0.06388167329896507
0.9689854625101765 0.06868486373025495 0.27769025661692615
0.7728715830392615 0.9882049241831982 0.17619385676234905
0.17446347548854835 0.3694551836292592 0.8225608741971783
0.8761630677789991 0.6576814136932589 -0.07145614751430311
0.20980139968404898 0.46915137594224066 0.6408482005588658
0.6201001623458001 0.1237392136010802 0.2546138079936796
0.9758184700664105 0.11434874635078718 0.2543503490830851
0.34768870608451374 0.5827457447915046 0.2688181105007137
0.5244670717765846 0.20798302791006085 0.5682255417586184
0.2629113784369077 0.6483295951527202 0.1996587612632001
0.9767110227241184 0.17221275928227775 0.2709034371088196
0.5081520068565926 0.964515791471899 0.034116121033859775
0.9923181964270037 0.3930862096786991 0.24102924300699594
0.8196250996224574 0.6268107073183732 0.15998658909698124
0.6056199253197536 0.2233702640198274 0.49341383925617743
0.05976388357601781 0.5404172857244187 0.5322267797130814
0.5163901385186811 0.7587647219450511 0.11486290890425503
0.9214772799867789 0.15943326279289438 0.304508362525227
0.46338985119542064 0.30292314050902125 0.5328102462934208
0.4698537651542316 0.22788507236426647 0.8237378952712009
0.2325640010407779 0.8782037762349406 0.2090227353826175
0.9809547979913561 0.5114003410927247 0.36270049340134014
0.20084648566834185 0.7038573263489785 0.4272827317716643
0.3558078365364703 0.889307922425142 0.00867953875534122
0.4333549185354143 0.3322166066489124 0.48393343554038304
0.3121454641665735 0.9750344641999555 0.31744283975281673
0.8955737615078335 0.5931399166900024 0.09948143916544099
0.5031008196422088 0.8582001330903769 0.28213510763355154
0.6834750688439142 0.5228068539316347 0.2006269036423443
0.6578452567619492 0.20410807780847717 0.5939442517099971
0.7072244026254727 0.3440555002228278 0.619776250541415
0.0608890929092053 0.4577526810514654 0.45196397837144714
0.0893014743734325 0.1857499704847364 1.0956524275467823
0.04279091057615614 0.705614402270553 0.3627429662854359
0.12038666597764092 0.22374802629448887 1.1601788169782972
0.4783411154402121 0.5715716583944845 0.4160167168356478
0.9888200149078618 0.9234260754446669 0.15362085545181176
0.9846404804744653 0.4783270198658147 0.15935740853563665
0.5294685778255205 0.7131272836162678 0.021550993483752307
0.770201637766391 0.8928950468442698 0.020412429123512515
0.7708520759838619 0.3522423979190973 0.8361554073243678
0.770181268312246 0.3626905676353126 0.6777628091565859
0.23037026963497242 0.41885472876210506 0.6491042321646767
0.25167376531586483 0.830740797250698 0.1408332698724592
0.7990514459555921 0.6305299972331752 0.08233389246041822
0.8949032738500569 0.1795598942136496 0.2625817728452116
0.40435670776991317 0.8742865874420176 0.18396296644487165
0.3650010865466552 0.7707859260886055 0.09434358794276737
0.5858645590549612 0.7035257253604066 0.19300484913268734
0.9380402137621601 0.36322132225690995 0.3798658107153988
0.5259911889352857 0.21576087582528036 0.4987799805328977
0.36924299876808075 0.6444207861822776 0.25090660588239805
0.3603921154997233 0.2493086529494003 1.0187338260976087
0.5823644436893227 0.4786885262321702 0.33401208723828885
0.25093376731768635 0.33061034880534756 0.9184203305256733
0.6741559328308566 0.7360138147413704 0.15577581920535905
0.40268391927675995 0.7575288857660614 0.12061225012293428
0.9073852360512155 0.0009717144055509941 0.2902897350117435
0.10491737589437689 0.5876175731078616 0.5760258944001799
0.46932280219174893 0.6992572542258895 0.02777868542733096
0.7950536551481129 0.5913285683876285 0.19236893161813662
0.3020340796219231 0.7177493298132854 0.3115147303362438
0.07961538254093936 0.8991875761157718 0.3696652631101154
0.5194243386791734 0.4654828711045831 0.49654715179953046
0.9326713755278456 0.6347312977867923 0.203061646580581
0.3189567090221217 0.6619379131689881 0.3134480449099563
0.64712688470533 0.965000257715266 0.14407587466304525
0.865364537972072 0.5549685131650822 0.13912803926540301
0.9588833967513491 0.7482751723538422 0.0801326474834877
0.5197149541124696 0.05126731957295649 0.36176523662486504
0.32721531516668234 0.4116127690112392 0.46875091409874825
0.32592601418604206 0.15451731261683233 1.0156203826620953
0.24943906630663992 0.18557248800542936 1.1267658163113816
0.40617730793453666 0.7738571797171055 -0.10474335512934477
0.40640479122970286 0.5987227078729921 0.2515226205411798
0.3063709657235978 0.010677752913491156 0.7944150351276599
0.2419442390144173 0.6437506139295895 0.09111365890370332
0.9812132052718957 0.7014779696882879 -0.025973861916811877
0.24419804828357883 0.7796136489119265 0.36411035474982506
0.6039337557993529 0.3172133583117691 0.43591214572009995
